category,title,url,source,date,article
정치,"文 ""대선 끝나면 한국당도 협치 대상""..과거 安엔 ""적폐연대"" 비판",,조선일보,20170501,"문재인 더불어민주당 후보는 1l일 “(대통령) 선거가 끝나면 자유한국당도 (협치의) 예외가 아니다. 함께 협치해야 할 대상이라고 본다”고 했다.,문 후보는 이날 CBS 라디오와의 인터뷰에서 “지금은 선거 시기이기 때문에 ‘나야말로 정권교체 후보다’, ‘정권교체를 선택해 주셔야 한다’, ‘정권연장 후보는 심판해야 된다’는 캠페인을 하고 있다”면서 “선거가 끝나고 나면 선거 정의 그런 것은 다 잊어버리고 어떤 야당과도 협치해야 한다. 당연히 대화해야 한다”고 말했다.,문 후보는 ‘(대통령에 당선되면) 야당 당사를 직접 찾겠느냐’는 질문에 “그렇다. 선거가 끝나면 저뿐만 아니라 모든 후보가 가장 먼저 해야 할 노력”이라고 했다.,그는 ‘대통령이 된 뒤 선거를 치르느라고 고생한 야당 당사를 직접 당선인이 방문하는 것’에 대해 어떻게 생각하느냐는 질문에 “2003년 노무현 대통령이 당선됐을 때 실제 야당 당사를 방문하려고 한 적이 있다. 그때 한나라당이 거부해 이뤄지지 못했는데 참 안타까운 일이었다”고 했다.,문 후보는 “아마도 지금 상황상 국회에서 대통령 취임 선서를 해야 할 텐데, 그럼 국회 방문을 통해서도 야당들과 함께 대화하는 기회를 가질 수 있을 것”이라고 했다.,문 후보는 그동안 한국당과의 연대에 대해서는 “적폐세력과의 연대”라며 거리를 둬왔다.,지난 29일 전북 익산 유세에서는 “(안철수 국민의당 후보가) 바른정당뿐만 아니라 한국당과도 연정을 할 수 있다고 하고 국회 다수 세력에 총리를 내어주겠다고 한다. 그러려면 장관도 나눠줘야 한다. 권력도 나눠주고 그들의 요구도 들어줘야 하는데 이게 정권 교체냐”고 했다. 문 후보는 지난 30일에는 김종인 전 민주당 대표가 ‘개혁공동정부’ 구상에 홍준표 한국당 후보를 배제하지 않은 것과 관련, “적폐 연대”라고 했다."
정치,사전투표 첫날 종료 후 투표율 집계..내일 사상 최고치 기대,,중앙일보,20170504,"제19대 대통령 선거 사전투표 첫날 투표가 오후 6시를 기해 종료된 가운데 투표율이 11%를 넘어 역대 사전투표에서 가장 높은 투표율을 기록했던 지난해 20대 총선 당시 12.19%에 근접했다. 사전투표는 내일까지 진행되기 때문에 이번 대선에서 사상 최고치를 경신할 가능성이 높아졌다. , 중앙선거관리위원회에 따르면 이날 오후 6시 첫날 사전투표 종료 후 집계된 투표율은 11.70%로 총 선거인수 4247만9710명 중 497만902명이 투표에 참여한 것으로 나타났다.,투표율이 가장 높은 지역은 전남으로 선거인수 157만2838명 중 26만3591명이 투표에 참여해 16.76%의 투표율을 기록했다. 반면 사전투표율이 가장 낮은 지역은 대구로 선거인수 204만3276명 중 19만7503명이 투표해 9.67%의 투표율을 보였다. 전국 시·도·광역시 중 유일하게 대구만 10%를 넘지 못했다.,사전투표는 내일까지 이어진다. 투표는 오전 6시부터 오후 6시까지 가능하다. 공직선거법상 선거권자(만 19세 이상의 국민)는 사전신고 없이 본인 신분증만 있으면 전국 투표소 어디서나 투표를 할 수 있다. 단, 자신이 거주하는 지역의 투표소가 아닌 경우 투표용지를 반드시 우편봉투에 넣어야 한다.,하준호 기자 ha.junho1@joongang.co.kr"
정치,"""북한 핵실험 일정 늦춰질 가능성 높아""",,중앙일보,20170505,"북한이 함경북도 풍계리 핵실험장의 4번 갱도를 굴착하는 움직임이 한ㆍ미 정보당국에 포착됐다고 KBS가 5일 보도했다.,KBS는 한 대북 소식통의 말을 인용해 “북한이 최근 탄광용 차량을 대거 동원해 4번 갱도를 파고 있다”고 전했다. 이 소식통은 “갱도 굴착이 진행되는 상황에서 핵실험을 하기는 어려울 것”이라며 “북한의 핵실험 일정이 늦춰질 것 같다”고 전망했다.,정보당국은 풍계리 2ㆍ3번 갱도의 핵실험 준비가 올해 초 끝난 것으로 파악하고, 북한의 핵실험 준비 상황을 예의주시해왔다.,북한의 이 같은 변화엔 최근 미국과 중국의 압박이 영향을 미쳤다고 KBS는 분석했다. 이 매체는 “중국까지 원유 공급 축소까지 운운하며 고강도 제재를 압박하는 상황”이라며 “북한이 핵실험 시기를 다소 미루고 숨고르기에 들어갔을 가능성이 있다”고 보도했다.,KBS는 한편 “북한이 극적 효과를 노리고 동시다발적으로 핵실험을 하기위해 갱도를 추가로 파고 있을 가능성도 배제할 수는 없다”고 분석했다.,온라인 중앙일보"
정치,"""파이팅 해주세요"" 지하철에서 만난 시민 요청에 안철수 반응은?",,중앙일보,20170505,"국민의당 안철수 대선후보가 5일 전날 시작한 '걸어서 국민 속으로' 4박 5일 도보 유세를 부산 시내에서 이어갔다. ,이를 지켜보던 시민들도 다 함께 ""안철수 파이팅""이라고 화답했다. , 시민들의 반응이 긍정적이자 안 후보는 ""누구입니까""라며 본인의 유행어를 선보였고 이를 지켜보던 시민들은 모두 웃음을 터트렸다. ,이날 부전시장 곳곳을 누빈 안 후보는 부산 대연역에서 지하철을 타고 다음 행사장인 벡스코로 이동했다. ,안 후보가 지하철역으로 들어서자 건너편 승강장에 있던 시민들이 그를 알아보고 하나둘씩 모여들기 시작했다. ,안 후보는 시민들을 향해 손을 흔들며 인사했고 ""오늘 온종일 부산 걸어 다니고 있습니다""라고 친근하게 말을 걸었다. ,반대편에 있던 한 시민은 ""파이팅 해주시면 안 됩니까?""라고 요청했고, 안 후보는 그 말에 크게 ""파이팅""이라고 외쳤다. ,이날 페이스북 라이브 방송은 오전 9시부터 오후 6시까지 약 9시간 동안 이어졌다. 누적 조회 수는 23만4000건에 달했고 약 2만6000개의 댓글이 달렸다. ,국민의당 선대위는 '걸어서 국민 속으로' 4박 5일 도보 유세에 대해 ""'청춘 멘토' 안철수가 '국민 멘토' 안철수로 완벽하게 부활했다""고 자평했다. ,해당 부분은 영상 속 3시간 53분 정도부터 확인할 수 있다.,이가영 기자 lee.gayoung1@joongang.co.kr"
정치,"안철수 ""당선되면 유승민과 공동정부""..대구서 7시간 뚜벅이 유세",,중앙일보,20170504," 안 후보는 이날 “문재인 이기려면 저 안철수밖에 없다”며 이같이 말했다. 안 후보는 특히 “만약 문재인을 이기는 게 목표가 아니라 보수의 희망을 만드시는 게 목표라면 유승민 후보를 찍어달라”고 했고 “만약 진보의 목소리가 더 커지는 게 좋다는 분들은 심상정 정의당 후보를 찍어달라”고 말했다. 안 후보는 심 후보에 대해서도 “당선되면 심 후보에게도 개혁공동정부 참여 요청할 것”이라고 말했다. ,안 후보의 이런 발언은 자신이 내세우고 있는 개혁공동정부 구상을 부각하는 동시에, 문재인 더불어민주당 대선후보와 홍준표 자유한국당 후보를 ‘기득권 후보’로 몰며 지지를 호소하는 전략이다. 안 후보는 이날 구미역 앞에서 “이번 대선은 과거인지 미래인지를 선택하는 선거”라며 “1번, 2번은 과거이고, 3번, 4번, 5번은 미래에 대한 선택”이라고 말했다. ,유세 전 기자들과의 식사자리에서는 “과거에 머무르지 않고 미래로 나가는 정치인들이 많다”며 “특히 50대 정치인 중 유승민ㆍ심상정 후보, 그리고 남경필 경기지사, 안희정 충남지사, 원희룡 제주지사, 김부겸 의원과 이재명 성남시장, 박원순 서울시장 이런 분들은 미래로 함께 우리나라를 전진시킬 수 있는 분들”이라고 말했다. 반면 문 후보를 겨냥해서는 “문 후보가 당선되면 우리나라는 앞으로 5년 내내 반목하고 갈등하는, 그러면서 국력 에너지를 다 소진하고 부서지는 나라가 될 것”이라고 했고, 홍 후보를 향해서는 “정치를 하는 목적이 당선되려는 것이 아니라 15% 득표를 가져가서 야당 기득권을 가져가려는 것”이라고 비판했다. , ,길을 가다 구두방에 들어가 박윤식(61)씨를 만나서는 “다들 힘들다고 한다. 이번에는 자영업 하는 사람들이 잘 살 수 있는 나라를 만들겠다”고 했고, 딸을 유모차에 태우고 가던 홍유진(35)씨를 만나서는 “아이들이 좋은 기억을 가질 수 있는 나라를 만들겠다” 고 했다. 대구 동부소방서에 들어가서는 “소방청을 독립시켜 국민의 생명과 안전을 지키는 사람을 제대로 대접 받을 수 있게 하겠다”고 말했고, 동대구지구대에 가서는 “경찰 수사권을 독립시키겠다”고 말했다. , ,안철수 국민의당 대선 후보는 4일 “제가 당선되면 유승민 바른정당 후보와 꼭 함께할 것”이라며 “경제위기를 함께 극복해 가자고 꼭 부탁하겠다”고 말했다. ,안 후보는 ‘뚜벅이 유세’로 승부수를 던졌다. 안 후보는 오후 2시50분부터 오후 9시30분까지 7시간 가량 대구 시내를 걸어다니며 유권자들을 만났다. “유세차로 국민들을 오시라 하지 않고 국민들이 계신 곳으로 가겠다”는 의미였다.,안 후보는 동대구역에 운동화로 갈아신은 후 일정을 시작했다. 녹색 셔츠 차림에 검은색 베낭을 멨다. 동대구역과 경북대 정문 등 대구 시내 곳곳을 걷거나 버스를 타고 다니며 시민과 대화를 나눴다. 수행원과 경호원은 최소화했다. 경북대 교정 계단에서 즉석에서 학생들과 토크 콘서트를 열었다. 한 대학생이 ""4학년이라 취업 걱정이 가장 많다""고 고민을 말하자 ""대구에 좋은 일자리가 없으니 일자리를 찾아 고향을 떠나느라 부담이 배가 된다""며 ""대구 중소기업과 벤처창업를 지원해 좋은 일자리가 많이 생겨나도록 하겠다""고 말했다. ,안 후보 측 관계자는 “유세차에 오르는 대신 사람들과 직접 만나는 쪽으로 유세 방식을 바꾼 건 후보의 뜻이었다”며 “진심이 담긴 안 후보의 모습을 보여줘 막판 역전을 시도할 계획이다”고 말했다. 안 후보는 대선 투표일까지 서울 자택으로 돌아가지 않고 전국을 누비며 ‘뚜벅이 유세’를 할 계획이다. 안 후보 측은 거리 유세 전 과정을 페이스북 라이브로도 생중계한다. ,대구=안효성 기자 hyoza@joongang.co.kr"
정치,"예상보다 높은 사전투표율, 어느 후보에게 유리할까",,중앙일보,20170505,"19대 대통령 선거 사전투표가 참여율 26.1%로 5일 마무리됐다. 본 투표는 9일 진행된다.,이번 사전 투표율은 정치권과 언론의 예상을 뛰어넘은 수치다. 그만큼 박근혜 전 대통령 파면 이후 치러지는 이번 대선에 대한 국민들의 관심도가 높다는 분석이 나오고 있다.,정치권의 관심은 높은 사전 투표율이 어느 후보에게 유리하느냐로 쏠리고 있다. 사전투표를 젊은층이 많이 해왔다는 점에서 문재인 더불어민주당 후보에게 유리하다는 해석과 함께, 문 후보의 당선을 경계하는 장년층 유권자가 본 투표일에 몰릴 수 있다는 반론도 만만찮다.,이날 정치평론가 김종배씨는 뉴시스와의 통화에서 “젊은 층의 투표 참여 욕구는 확인됐다”며 “다만 젊은이들의 표가 유승민 바른정당 후보나 심상정 정의당 후보로 분산될 수 있어서, 문 후보에게 절대적으로 유리하다고 볼 수는 없다”고 말했다.,이 매체는 또 홍영식 한길리서치 소장의 말을 인용해 “높은 사전투표율은 20~30대 유권자의 정서가 전략적으로 표출되는 과정이라고 본다”며 “이들의 투표율이 높아지면 진보 야당 후보들이 유리해질 수 있다”고 분석했다.,이밖에 최창렬 용인대 교수는 호남 투표율이 높다는 데 주목했다. 이번 사전투표에서 광주(33.7%)ㆍ전남(34.0%)ㆍ전북(31.6%)은 전국 평균보다 높은 투표율을 기록했다. 최 교수는 “호남 투표율은 특정 후보에 대한 고정 지지층이 망설임 없이 투표를 한다는 신호”라며 “영남에서 확산되고 있는 홍준표 자유한국당 후보에 대한 지지세를 의식한 호남표 결집으로 보인다”고 말했다.,한편 최진 경기대 교수는 “사전투표율이 높다는 점에서, 노년층이 사전투표에 익숙치 않다는 점을 감안했을 때 문 후보의 득표율이 높을 가능성이 크다”고 분석했다.,온라인 중앙일보"
정치,"한국당 ""유담씨 위로. 조속히 추슬러 아버지 선거운동 나서길""",,중앙일보,20170505,"유승민 바른정당 대선 후보의 딸 유담씨가 유세 현장에서 성희롱 피해를 당한 것에 대해 자유한국당이 논평을 냈다.,한국당은 5일 정준길 중앙선거대책위원회 대변인 논평을 통해 “아버지를 위한 유세 중 예상치 못한 일을 당해 많이 놀랐을 유 후보의 따님에게 마음에서 우려나는 위로를 전한다”고 밝혔다. 정 대변인은 “조속히 심신을 추슬러 아버지를 위한 선거운동에 나서기 바란다”고 말했다.,미디어본부장인 강효상 의원도 성명을 내고 “우리 사회가 용납해서는 안 될 충격적인 범행”이라며 “자유민주주의를 수호하는 한국당은 유담씨와 같은 피해자가 다시는 나타나지 않고, 모든 여성과 딸들이 안심하고 살 수 있는 대한민국을 만들겠다”고 밝혔다.,강 본부장은 또 “사법부는 해당 범행을 저지를 자에 대해 엄정한 법적 처벌을 내려야 한다”고 덧붙였다.,온라인 중앙일보"
정치,"안철수 측 ""문준용 실검 순위가 조작? 文이 지시했나""",,중앙일보,20170505,"국민의당 안철수 대선후보 측이 더불어민주당 문재인 후보 아들 준용씨 이름이 포털사이트 실시간 검색어 순위에 오른 것과 관련해 ""국민적 분노와 반응에 화들짝 놀란 모양""이라고 평가했다. ,국민의당 이승훈 부대변인은 5일 ""문준용 실시간 검색 순위가 조작이라니, 그런 트윗 하라고 문재인 후보가 지시했나?""라는 제목의 논평을 통해 이같이 밝혔다. ,이 부대변인은 ""문재인 캠프의 조한기 뉴미디어지원단장은 이날 자신의 트위터를 통해 문 후보의 아들 준용씨의 이름이 포털사이트 실시간 검색어에 오르는 현상이 기획된 것이라는 의혹을 제기했다""며 ""2012년 대선 당시 불법 SNS 활동으로 처벌 된 양념 부대 사령관다운 발상""이라고 비판했다. ,그는 ""국민의당에는 '양념 부대'도, '문각기동대'도 없다""며 ""문 후보 아들 준용씨가 실시간 검색어에 등장한 이유는 '특혜채용'에 대한 국민의 관심과 분노의 결과""라고 주장했다. ,이어 ""문 후보 측은 검색순위 조작과 같은 터무니없는 말하지 말고 자신들의 행태부터 돌아보고 반성하기 바란다""고 덧붙였다. ,앞서 문재인 캠프의 조한기 선대위 뉴미디어지원단장은 이날 자신의 소셜네트워크서비스(SNS)에 문준용씨 실시간 검색어 그래프 사진을 게재하며 ""이런 식의 실검 작업은 국정원식 기획으로 볼 수밖에 없다""고 주장했다. ,조 단장은 ""TV토론에서 2번, 오늘 '지라시' 논평 이후 세 번째""라며 ""꼬리가 길면 밟힌다. 구속을 각오했나 보다. 거의 추적이 끝났으니 조심하라""고 말했다. ,문재인 아들, 문준용 실검 그래프. 이런식의 실검 작업은 국정원식 기획으로 볼 수 밖에 없습니다. TV토론에서 2번, 오늘 '지라시' 논평 이후 세번 째 입니다. 꼬리가 길면 밟힙니다. 구속을 각오했나 봅니다. 거의 추적이 끝났습니다. 조심하세요! pic.twitter.com/ZgTTSWPxrl— 서산태안과 더불어 조한기 (@Chohanki) 2017년 5월 5일,이가영 기자 lee.gayoung1@joongang.co.kr"
정치,"선관위, 사전투표지 여백 관련 글 게재한 누리꾼 11명 고발",,중앙일보,20170505,"중앙선거관리위원회는 19대 대선 사전투표와 관련해 후보자 간 여백이 없는 투표용지가 발급됐다는 허위사실을 유포한 11명을 대검찰청에 고발했다고 5일 밝혔다. ,선관위에 따르면 이들은 사전투표 첫날인 지난 4일 온라인 커뮤니티 게시판 등에 ""투표용지의 여백이 없었다"" ""여백이 없는 투표용지에 기표한 것은 다 무효다"" 등의 허위사실을 최초로 게시했다. ,이는 공직선거법 제237조(선거의 자유방해죄) 제1항 제2호 및 형법 제137조(위계에 의한 공무집행방해) 위반에 해당한다고 선관위는 밝혔다. ,선관위는 보도자료에서 ""사전투표 개시 하루 전인 지난 3일 전국 3507개의 모든 사전 투표소에서 각 정당에서 추천한 사전투표참관인 등이 입회한 가운데 사전투표용지 출력을 위한 시험운영을 시행했다""고 밝혔다. ,이어 ""사전투표 기간에도 투표 개시 전 후보자란 사이에 여백이 있는 투표용지가 정상적으로 출력되는 것을 참관인 입회 아래 확인한 바 있다""고 덧붙였다. ,선관위는 이번 고발 조치와 관련해 ""사실에 근거하지 않은 의혹을 그대로 인용하거나 확산시켜 선거질서를 어지럽히는 일이 없도록 유권자의 협조를 바란다""고 당부했다. ,이가영 기자 lee.gayoung1@joongang.co.kr"
정치,"문재인 ""두려운 마음으로 약속 지키겠다""..프리허그 실천",,중앙일보,20170505,"더불어민주당 문재인 대선 후보가 사전투표율 25%를 넘으면 프리허그를 실천하겠다는 약속을 지키겠다고 밝혔다. ,문 후보는 5일 자신의 소셜네트워크서비스(SNS)에 ""사전투표 26% 달성! 두려운 마음으로 약속을 지키겠다""는 글을 올렸다. ,그는 ""오늘 사전투표가 투표율 26%, 투표자 1100만명을 넘기고 끝났다. 역대 최고의 투표율, 투표자 수다""라며 ""국민의 투표 열기에 가슴이 뜨거워진다""고 전했다. ,이어 ""저는 촛불이 투표로 완성되고 있다고 믿는다. 국민의 가슴에 정권교체를 염원하는 촛불이 다시 밝고 뜨겁게 타오르고 있다고 확신한다""며 ""딱 이틀, 매일 아침 6시에서 저녁 6시까지 단 24시간, 국민 천만명이 투표하신 시간이다. 촛불집회 참가자가 연인원으로 천만 명을 넘어선 것이 촛불집회 시작하고 10주 만의 일이다. 아주 잘 만든 영화라도 천만 관객 드는 데 열흘을 넘게 걸린다""고 덧붙였다. ,그는 ""정권교체의 열망이 얼마나 크고 절박하면 1100만명이 사전투표를 하셨을까요. 다시 각오를 다지고 국민 속으로 들어간다""고 다짐을 밝혔다. ,마지막으로 ""5월 9일 투표를 향해 힘차게 나아가겠다""면서 투표 독려를 잊지 않았다. ,문 후보는 6일 서울 마포구 홍익대학교 인근에서 프리허그를 진행할 예정이다. ,문 후보는 지난 3일 여의도 당사에서 기자회견을 하고 ""이번에 사전투표율 25%가 넘으면 홍대 거리에서 여러분과 프리허그를 하겠다""고 약속한 바 있다. ,중앙선거관리위원회는 19대 대선 사전투표의 투표율이 26.06%로 집계됐다고 5일 밝혔다. 전체 유권자 4명 중 1명이 사전투표에 참여한 것이다. ,선관위에 따르면 4일 오전 6시부터 이날 오후 6시까지 진행된 사전투표에서 총선거인 7247만 9710명 중 1107만 2310명이 투표에 참여했다. ,이는 직전 전국단위 선거인 2016년 국회의원 총선거 때의 누적투표율 12.2%와 비교하면 두 배를 훌쩍 넘는 수치이며, 역대 가장 높은 비율이다.,이가영 기자 lee.gayoung1@joongang.co.kr"
정치,"북한 ""국정원의 최고 수뇌부 테러 모의 적발""",,중앙일보,20170505,"북한 국가보위성(국가정보원 격)은 5일 대변인 성명을 통해 “최고 수뇌부에 대한 한ㆍ미 정보기관의 생화학 테러모의를 적발했다”며 “정의의 반 테러 타격전을 벌이겠다”고 위협했다.,보위성이 언급한 ‘최고 수뇌부’는 김정은 노동당 위원장이라는 해석이 유력하다. 보위성은 “이 세상 가장 비열하고 잔악한 특대형 테러집단인 미제와 괴뢰도당(한국)의 정보 모략기구들을 소탕하기 위한 타격전이 개시될 것”이라며 “미국 중앙정보국(CIA)과 국정원이 2014년 6월 러시아 하바롭스크에서 노동자 김모씨를 매수해 테러범으로 만들었다”고 주장했다.,이어 보위성은 “미 중앙정보국과 국정원은 우리 최고 수뇌부를 상대로 생화학 물질에 의한 국가 테러를 감행할 목적을 위해 암암리에 치밀하게 준비했다”며 “우리 내부에 침투시켰던 극악무도한 테러범죄 일당이 적발됐다”고 밝혔다.,보위성 주장에 따르면 국정원이 매수한 김씨는 금수산태양궁전 행사와 열병식 때 김정은을 노린 폭탄테러를 감행하는 모의를 했다고 한다. 보위성은 “국정원이 2회에 걸쳐 자금 2만 달러와 위성 송수신 장비를 전달했다”며 “이후 김씨에게 테러 수법과 대상을 제시한 뒤 정보 수령 지령을 내렸다”고 주장했다.,보위성은 이병호 국가정보원장을 거론하며 “괴로들이 작전 수행을 위해 테러범에게 준 살인 지령은 80여 차례에 달한다”고 밝혔다.,보위성은 이어 “천인공노할 음모가 극비밀리에 추진되고 있었다”며 “우리의 영원한 태양을 가려보려는 가장 악랄한 도전을 짓뭉개버릴 것”이라고 위협했다.,온라인 중앙일보"
정치,'대선 패러디' 문재수  VS 안찰스 '당연하지' 게임의 승자는,,중앙일보,20170505,"최근 tvN SNL을 통해 방영된 문재인 더불어민주당 대선 후보와 안철수 국민의당 후보 간의 신경전 패러디 영상이 5일 다시 화제를 모으고 있다. 영상에서 코미디언 김민교는 문 후보 역할인 ‘문재수’를 맡았고, 정상훈은 안 후보를 패러디한 ‘안찰스’를 맡았다.,둘은 영상 속에서 ‘당연하지’ 게임으로 맞붙는다. 이 게임은 상대방의 질문에 무조건 “당연하지”라고 답하지 않으면 지는 게 규칙이다.,선공은 안찰스가 먼저 했다. 안찰스는 문재수에게 “저 네거티브(선거 본질과 관계 없는 공격) 아니지요?”라고 묻는다. 문재수는 가볍게 “당연하지요”라고 답한다.,두번째 질문은 “저 초딩 아니지요?”였다. 안 후보는 국민의당 후보 선출 이후 국립현충원 방명록에 적은 글이 초등학생 같다는 평가를 받았다. 문재수는 이 질문 역시 “당연하지요”라고 답했다.,3번째 질문 “저 갑찰스 아니지요?”에서부터 문재수의 표정은 어그러진다. 안 후보는 4월 23일 TV토론에서 문 후보에게 “제가 갑철수입니까?”라고 질문을 던졌는데, 이게 화제가 됐다. 문 후보 캠프의 이른바 ‘안철수 네거티브 공격 문건’에 자신의 이름이 ‘갑철수’라고 적혀있다는 게 안 후보의 주장이었다. 당시 문 후보는 “무슨 말씀이신지 모르겠다”고만 답했다.,이어 영상에선 “갑오징어 아니지요?” “갑골문자 아니지요?”라는 식으로 ‘갑 시리즈’가 이어졌다. 결국 참다 못한 문재수는 “당연하지” 대신 “마! 고마해!”라고 소리를 쳤다. “마 고마해”는 문 후보가 아들 준용씨의 취업 특혜 논란에 대답 중 하나였다.,결국 이 가상의 ‘당연하지’ 게임은 안찰스가 문재수에게 “실망입니다”라고 말하며 끝난다.
온라인 중앙일보"
정치,안희정·김부겸·박원순의 '댄스 배틀'..승자는?,,중앙일보,20170505,"더불어민주당 문재인 대선후보의 선거대책위원회는 사전투표 둘째 날인 5일 '투표참여 댄스배틀' 동영상을 배포하면서 투표율 끌어올리기에 총력을 다했다.,선대위는 보도자료를 통해 ""이번 캠페인 영상을 위해 '몸치' 스타 정치인들이 막춤을 추는 모습으로 또 다른 재미를 선사하고 있다""면서 ""동영상들은 이미 30여만 의 조회 수를 기록하고 있다""고 설명했다. ,박원순 시장은 바닥을 짚고 점프를 하는 등의 고난도 동작을 선보였고, 안희정 지사는 ""아버지, 어머니 투표하러 가유""라고 구수한 사투리로 친근감을 높였다. , 김부겸 의원은 중절모와 선글라스까지 갖춰 입고 신나게 춤을 춰 '춤신춤왕'이라는 별명을 얻었다. ,동영상은 박원순 서울시장, 안희정 충남지사, 김부겸 의원 등이 각각 출연해 '막춤'을 선보이는 내용으로, 한 금융회사의 광고를 패러디했다.,이들이 춤사위를 펼치는 동안 화면에는 ""지금 여러분은 투표가 우리의 몸과 마음에 미치는 황홀한 영향을 보고 계십니다""라는 자막이 뜬다.,동영상에는 안민석, 진선미, 이재정 의원과 문 후보 지지를 선언한 치어리더 박기량씨, 고민정 전 아나운서, 유홍준 전 문화재청장 등도 참여했다.,이가영 기자 lee.gayoung1@joongang.co.kr"
정치,대선 사전투표 역대 최대..최종투표율 26.06%,,중앙일보,20170505,"중앙선거관리위원회는 19대 대통령선거 사전투표 마지막 날인 5일 사전투표자가 1100만명을 돌파했다고 밝혔다. ,선관위에 따르면 전날 오전 6시부터 이틀째 진행된 사전투표에서 선거인 총 4247만 9710명 중 1107만 2310명이 투표에 참여했으며 누적 투표율은 26.06%를 기록했다. ,이는 직전 전국단위 선거인 2016년 4월 국회의원 총선거 때 최종 사전투표율 12.2%와 비교하면 두 배를 넘는 수치다. ,2014년 지방선거 때 사전투표율은 11.5%로 이번 대선 사전투표율이 역대 최고 수준으로 집계됐다.,광역시·도별로 사전투표율이 가장 높은 곳은 세종특별자치시로 34.48%를 기록했고, 전라남도가 34.04%로 그 뒤를 이었다. ,이밖에도 광주광역시가 33.67%, 전라북도 31.64%로 30%대를 넘겼다. ,반면 사전투표율이 가장 낮은 곳은 대구광역시로 22.28%에 머물렀으며 제주특별자치도 22.43%, 부산광역시 23.19%로 상대적으로 낮은 투표율을 보였다. ,한편 더불어민주당 문재인 대선후보는 지난 3일 여의도 당사에서 기자회견을 하고 ""이번에 사전투표율 25%가 넘으면 홍대 거리에서 여러분과 프리허그를 하겠다""고 약속했다. ,문 후보는 이날 경북 포항 유세에서도 ""우리 목표가 25%인데 넘길 것 같죠. 제가 프리허그 하게 생겼다""고 말해 프리허그 진행 가능성을 높였다. ,오는 9일에는 지정된 투표소에서 투표할 수 있으며 시간은 오전 6시부터 오후 8시까지다. ,이가영 기자 lee.gayoung1@joongang.co.kr"
