category,title,url,source,date,article
정치,자유한국당 경남도당 '선거투표하는 방법' 올렸다 논란 일자 삭제,http://v.media.daum.net/v/20170502230324664,중앙일보,2017.5.2,
정치,"""대한민국에 가장 필요한 지도자, 아버지 안철수""..설희씨 영상 편지 공개",http://v.media.daum.net/v/20170501231133893,중앙일보,2017.5.1,
정치,"이준석, 바른정당 집단 탈당 움직임에 ""쫄보""",http://v.media.daum.net/v/20170501223325549,중앙일보,2017.5.1,
정치,"홍준표, 바른정당 의원 14명 심야긴급회동",http://v.media.daum.net/v/20170501222624481,중앙일보,2017.5.1,
정치,"바른정당 김영우 ""상식적이지 않은, 정도가 아닌 탈당""",http://v.media.daum.net/v/20170501221119352,중앙일보,2017.5.1,
정치,"미, 오는 3일 핵탄두 탑재 가능한 ICBM 시험발사",http://v.media.daum.net/v/20170501220114277,중앙일보,2017.5.1,
정치,"""바른정당 의원 14명, 자유한국당 합류""..홍준표 지지할듯",http://v.media.daum.net/v/20170501213637072,중앙일보,2017.5.1,
정치,"'文 유세' 나선 김홍걸 ""정권교체 통해 훼손된 아버지 명예 복원""",http://v.media.daum.net/v/20170501204722477,중앙일보,2017.5.1,
정치,"안철수 측 ""우리는 문재인 아닌 여론조사와 싸우고 있다""",http://v.media.daum.net/v/20170501202113107,중앙일보,2017.5.1,
정치,"광주 찾은 洪 ""전라도 출신 부인과 40년..10%만 찍어주면 은혜 갚겠다""",http://v.media.daum.net/v/20170501200427896,중앙일보,2017.5.1,
정치,"문재인 39.3%, 안철수 21.8%, 홍준표 16.5%",http://v.media.daum.net/v/20170501193745526,중앙일보,2017.5.1,
정치,'민주정책통합포럼' 선대위 편제..상임위원장에 조대엽,http://v.media.daum.net/v/20170501192942398,중앙일보,2017.5.1,
정치,洪 특별유세 부단장? 알고보니..박영수 특검 집 앞에서 '방망이 시위',http://v.media.daum.net/v/20170501191935237,중앙일보,2017.5.1,
정치,[쓸·정] 대선 재외투표율 '역대 최다'가 우리에게 주는 의미,http://v.media.daum.net/v/20170501191734218,중앙일보,2017.5.1,
정치,"문재인 측 ""특검 한다면 수사 대상은 홍준표"" 한국당 文 특검 발의 비난",http://v.media.daum.net/v/20170501190649099,중앙일보,2017.5.1,
정치,"표창원, '투표용지' 의혹에 ""기억 왜곡 가능성 크다""",http://v.media.daum.net/v/20170504234201867,중앙일보,2017.5.4,
정치,"文 측 ""투표해야 대통령은 문재인"" 사전투표 독려",http://v.media.daum.net/v/20170501175147748,동아일보,2017.5.1,
정치,"사드비용 논란, 윤병세 ""美 주장 방점은 양국간 이뤄진 합의 지킨다는 것""",http://v.media.daum.net/v/20170501172948101,동아일보,2017.5.1,
정치,"[대선 주자 오늘의 말말말/5월 1일]홍준표 ""文 피 모으고, 安 광 2개, 洪 홍단으로 난단다""",http://v.media.daum.net/v/20170501170010277,동아일보,2017.5.1,
정치,"유시민 누나 유시춘, '꽃보다 할배' 유세단 합류..전국 돌며 문재인 지원",http://v.media.daum.net/v/20170501155627592,동아일보,2017.5.1,
정치,[통계뉴스]문재인 앞서고 안철수-홍준표 혼전 양상,http://v.media.daum.net/v/20170501154755316,동아일보,2017.5.1,
정치,"국방부 ""사드 비용 재협상 사안 아냐""..SOFA 조항은 어떻게 규정?",http://v.media.daum.net/v/20170501141815626,동아일보,2017.5.1,
정치,바른정당 단일화파 홍문표 탈당 시사..유승민에 큰 타격 될 듯,http://v.media.daum.net/v/20170501140754341,동아일보,2017.5.1,
정치,"사드 비용 재협상 가능성..이인제 ""美 부담으로 이미 합의된 일, 흥분할 필요 없어""",http://v.media.daum.net/v/20170501102645976,동아일보,2017.5.1,
정치,"홍준표 ""문재인 상왕은 이해찬..'극우보수 궤멸' 발언, 킬링필드 연상""",http://v.media.daum.net/v/20170501101928747,동아일보,2017.5.1,
정치,[사설]反적폐 對 反패권..'배제의 정치'로 새 정부 시작할 건가,http://v.media.daum.net/v/20170501030329571,동아일보,2017.5.1,
정치,박근혜 前대통령 5월 2일 공판준비기일 '한변' 변호사 등 3명 추가 선임,http://v.media.daum.net/v/20170501030312538,동아일보,2017.5.1,
정치,"이용훈 前대법원장 ""대통령은 수석 청지기.. 지지 안한 국민도 껴안아야""",http://v.media.daum.net/v/20170501030309537,동아일보,2017.5.1,
정치,트럼프 리스크.. 새 한미동맹 전략 세워야,http://v.media.daum.net/v/20170501030308536,동아일보,2017.5.1,
정치,"차기 정부, 트럼프 행정부와 대화채널 복원.. 윈윈전략 모색을",http://v.media.daum.net/v/20170501030300529,동아일보,2017.5.1,
정치,"홍준표 측 ""교통사고 피해자 보고만 있었다?..아직도 악의적으로 유포""",http://v.media.daum.net/v/20170505222124045,중앙일보,2017.5.5,
정치,"국민의당 대변인, 文 프리허그 '간택' 발언 사과",http://v.media.daum.net/v/20170508234044895,중앙일보,2017.5.8,
정치,"투표 용지 안 바꿔준다고 화내던 60대 유권자, 결국..",http://v.media.daum.net/v/20170507214443934,중앙일보,2017.5.7,
정치,"[대선 마지막 TV 토론] 전문기자 평가 ""유 A, 문 B+, 안 B, 심·홍 C""",http://v.media.daum.net/v/20170502221744005,중앙일보,2017.5.2,
정치,"[대선 마지막 TV토론] 홍준표 말실수 ""12월 9일 부탁드립니다""",http://v.media.daum.net/v/20170502220607814,중앙일보,2017.5.2,
정치,"[대선 마지막 TV토론] ""국민여러분께 드릴 말씀 있어 시간 아껴""..유승민 후보의 2분 심경 발표",http://v.media.daum.net/v/20170502215737651,중앙일보,2017.5.2,
정치,북한 코 밑까지 간 미 CIA 국장..2010년 연평도 포격 현장도 찾아,http://v.media.daum.net/v/20170502215107488,중앙일보,2017.5.2,
정치,[대선 마지막 TV토론] 문재인과 홍준표의 적폐 논쟁..아들 취업·주적 재등장,http://v.media.daum.net/v/20170502214735397,중앙일보,2017.5.2,
정치,"[대선 마지막 TV토론] 洪 ""유승민 후보가 덕이 없어서 나오려 한다고 하더라""",http://v.media.daum.net/v/20170502214635381,중앙일보,2017.5.2,
정치,"[대선 마지막 TV토론] 홍준표 ""보수 불태우겠다는 文..나는 화형당하겠다""",http://v.media.daum.net/v/20170502213201943,중앙일보,2017.5.2,
정치,"[대선 마지막 TV토론] 洪 ""내 정권 들어서면 칼빈슨함에서 회담하고 사드 FTA 모두 해결""",http://v.media.daum.net/v/20170502212430802,중앙일보,2017.5.2,
정치,"[대선 마지막 TV토론] 홍준표 ""파이팅, 심상정""..사회자 이정희 ""여기 동명이인이""",http://v.media.daum.net/v/20170502211857669,중앙일보,2017.5.2,
정치,"[대선 마지막 TV토론] '전략 싸움'이자 '시간 싸움'인 TV토론..첫 주제 토론 종료, 누가 가장 많이 말했나",http://v.media.daum.net/v/20170502211454594,중앙일보,2017.5.2,
정치,"[대선 마지막 TV토론] 洪 ""文, '반값등록금'은 선심성 공약""",http://v.media.daum.net/v/20170502210954470,중앙일보,2017.5.2,
정치,"[대선 마지막 TV토론] 文 ""복지 늘리겠다고 경제 죽일 수 없어""..沈 ""그게 우리의 차이""",http://v.media.daum.net/v/20170502210351353,중앙일보,2017.5.2,
정치,"[대선 마지막 TV토론] 유승민 ""중부담·중복지..빈곤과의 전쟁에 나서겠다""",http://v.media.daum.net/v/20170502210050305,중앙일보,2017.5.2,
정치,"[대선 마지막 TV토론] 文 ""수시 비중 준다고 정시 확대 안 돼""..劉 ""답변 이해 안 가""",http://v.media.daum.net/v/20170502205045079,중앙일보,2017.5.2,
정치,"SBS '세월호' 보도 삭제에 자유한국당 ""文, 언론탄압이자 정치공작""",http://v.media.daum.net/v/20170503224435021,중앙일보,2017.5.3,
정치,"청년층 집중공략 나선 유승민 ""젊은이들이 '보수도 괜찮구나' 느끼는 정치 하겠다""",http://v.media.daum.net/v/20170504230656677,중앙일보,2017.5.4,
정치,"'후보 직인' 찍힌 임명장 전달한 도의원, 선거운동 나선 이장..검찰 고발",http://v.media.daum.net/v/20170504212440618,중앙일보,2017.5.4,
정치,"선관위, 투표용지 여백 논란에 ""전혀 사실 아니야""",http://v.media.daum.net/v/20170504211440459,중앙일보,2017.5.4,
정치,"선관위, 文 허위사실 유포 혐의 현직 시의회 의장 고발",http://v.media.daum.net/v/20170504203106745,중앙일보,2017.5.4,
정치,"명왕, 해군 대장 영입?..황기철 민주당 합류에 '원피스' 패러디",http://v.media.daum.net/v/20170504201204378,중앙일보,2017.5.4,
정치,"洪측, 해수부 공무원 대기발령에 ""민주당, 취재원도 불태울 건가""",http://v.media.daum.net/v/20170504194729925,중앙일보,2017.5.4,
정치,"국민의당, '재외선거 출구조사' 가짜뉴스 논란에도 유세 활용 논란",http://v.media.daum.net/v/20170504192053335,중앙일보,2017.5.4,
정치,"인공기 합성, 洪 유세 도청 개입 관련자 고발",http://v.media.daum.net/v/20170504191448204,중앙일보,2017.5.4,
정치,"제주서 선거운동에 장애인 동원..선관위, 보호시설 원장 고발",http://v.media.daum.net/v/20170504190744068,중앙일보,2017.5.4,
정치,美해군이 페북에 공개한 칼빈슨함 참여 한미연합훈련 기동장면,http://v.media.daum.net/v/20170504190343965,중앙일보,2017.5.4,
정치,"'병설 유치원' 폭탄 맞았던 安, 어린이날 맞이 아동복지 정책 보니",http://v.media.daum.net/v/20170504185208729,중앙일보,2017.5.4,
정치,"광주 간 나경원 ""난 호남의 손녀..예산으로 보답하겠다""",http://v.media.daum.net/v/20170504184606572,중앙일보,2017.5.4,
정치,"안철수 ""당선되면 유승민과 공동정부""..대구서 7시간 뚜벅이 유세",http://v.media.daum.net/v/20170504183433271,중앙일보,2017.5.4,
정치,사전투표 첫날 종료 후 투표율 집계..내일 사상 최고치 기대,http://v.media.daum.net/v/20170504183330248,중앙일보,2017.5.4,
정치,"文 ""대선 끝나면 한국당도 협치 대상""..과거 安엔 ""적폐연대"" 비판",http://v.media.daum.net/v/20170501232755979,조선일보,2017.5.1,
정치,"한국당 ""유담씨 위로. 조속히 추슬러 아버지 선거운동 나서길""",http://v.media.daum.net/v/20170505214119757,중앙일보,2017.5.5,
정치,"""북한 핵실험 일정 늦춰질 가능성 높아""",http://v.media.daum.net/v/20170505212843654,중앙일보,2017.5.5,
정치,"""파이팅 해주세요"" 지하철에서 만난 시민 요청에 안철수 반응은?",http://v.media.daum.net/v/20170505212743652,중앙일보,2017.5.5,
정치,"예상보다 높은 사전투표율, 어느 후보에게 유리할까",http://v.media.daum.net/v/20170505210339425,중앙일보,2017.5.5,
정치,"선관위, 사전투표지 여백 관련 글 게재한 누리꾼 11명 고발",http://v.media.daum.net/v/20170505204734269,중앙일보,2017.5.5,
정치,"안철수 측 ""문준용 실검 순위가 조작? 文이 지시했나""",http://v.media.daum.net/v/20170505203702131,중앙일보,2017.5.5,
정치,'대선 패러디' 문재수  VS 안찰스 '당연하지' 게임의 승자는,http://v.media.daum.net/v/20170505202159947,중앙일보,2017.5.5,
정치,"문재인 ""두려운 마음으로 약속 지키겠다""..프리허그 실천",http://v.media.daum.net/v/20170505201654875,중앙일보,2017.5.5,
정치,"북한 ""국정원의 최고 수뇌부 테러 모의 적발""",http://v.media.daum.net/v/20170505195653654,중앙일보,2017.5.5,
정치,안희정·김부겸·박원순의 '댄스 배틀'..승자는?,http://v.media.daum.net/v/20170505190242055,중앙일보,2017.5.5,
정치,대선 사전투표 역대 최대..최종투표율 26.06%,http://v.media.daum.net/v/20170505185238927,중앙일보,2017.5.5,
정치,부산 표심 놓고 맞붙은 문재인 vs 안철수,http://v.media.daum.net/v/20170505182451610,중앙일보,2017.5.5,
정치,수도권 집중유세 나선 홍준표 유승민,http://v.media.daum.net/v/20170505181548509,중앙일보,2017.5.5,
정치,신해철 '그대에게' 로고송을 두고 벌어진 문재인-안철수 측 마찰,http://v.media.daum.net/v/20170505180845370,중앙일보,2017.5.5,
정치,내일 제19대 대선투표 달라진 것과 주의할 것,http://v.media.daum.net/v/20170508234043894,중앙일보,2017.5.8,
정치,'각양각색' 미리 보는 대선 개표 방송,http://v.media.daum.net/v/20170508230709653,중앙일보,2017.5.8,
정치,대선 하루 앞두고 새삼 화제인 9년 전 보궐선거,http://v.media.daum.net/v/20170508230504648,중앙일보,2017.5.8,
정치,"심상정 유세 마무리, 시민들과 12시간 '필리버스킹'",http://v.media.daum.net/v/20170508223321431,중앙일보,2017.5.8,
정치,"숫자로 보는 제19대 대선, 오전 6시부터 오후 8시까지 전국 1만 3964개 투표소에서",http://v.media.daum.net/v/20170508220111134,중앙일보,2017.5.8,
정치,"22일간 공식 선거운동 마친 文 ""개혁이 먼저..확고한 개혁위에서 국민통합 완성""",http://v.media.daum.net/v/20170508213303644,중앙일보,2017.5.8,
정치,"문재인 딸 다혜씨 마지막 '광화문 유세'에 깜짝 등장..""아이 키우기 좋은 나라 만들어주세요""",http://v.media.daum.net/v/20170508211554323,중앙일보,2017.5.8,
정치,"유승민 마지막 유세 ""9회 말 2아웃에 역전 만루 홈런 치겠다""",http://v.media.daum.net/v/20170508204439592,중앙일보,2017.5.8,
정치,"안철수 ""제게 대전·충청은 초심..압도적 지지 보내달라""",http://v.media.daum.net/v/20170508203637505,중앙일보,2017.5.8,
정치,"바른정당 의원들 ""까부는 김정은 무릎 꿇길 원한다면 유승민""",http://v.media.daum.net/v/20170508202837357,중앙일보,2017.5.8,
정치,"홍준표 ""내일은 '영충청권' 탄생일..영남과 충청 뭉치자""",http://v.media.daum.net/v/20170508201531096,중앙일보,2017.5.8,
정치,"文 마지막 유세 ""누가 될지 이미 결판났다""",http://v.media.daum.net/v/20170508201432070,중앙일보,2017.5.8,
정치,"문재인 마지막 유세 ""대통령으로 광화문광장서 다시 만나겠다""",http://v.media.daum.net/v/20170508200656937,중앙일보,2017.5.8,
정치,"유승민 ""바닥민심 급격히 바뀌어..마지막까지 최선""",http://v.media.daum.net/v/20170508194622520,중앙일보,2017.5.8,
정치,"황교익, 문재인 빈 그릇 치우는 사진에 ""이런 게 일상""",http://v.media.daum.net/v/20170507214343929,중앙일보,2017.5.7,
정치,"홍준표, ""살 길 찾아 모여든 110만 울산 시민의 꿈은 홍준표""",http://v.media.daum.net/v/20170507202254237,중앙일보,2017.5.7,
정치,"홍준표 장남 ""아버지, 적폐청산 없는 사회 만드실 것""",http://v.media.daum.net/v/20170507195112677,중앙일보,2017.5.7,
정치,"""투표 안하고 해외여행 가냐!""..인천공항서 행패 부린 40대, 정작 본인은",http://v.media.daum.net/v/20170507193938520,중앙일보,2017.5.7,
정치,문재인 48시간의 변수관리는 긴장감 불어넣기,http://v.media.daum.net/v/20170507184426511,중앙일보,2017.5.7,
정치,안철수의 마지막 카드는 '홍찍문'과 '문재인 공포증'..뚜벅이 유세로 SNS 노려,http://v.media.daum.net/v/20170507181218832,중앙일보,2017.5.7,
정치,"""동성애 반대"" 대선 후보 비판한 대자보, 찢어진 채 발견",http://v.media.daum.net/v/20170507180111643,중앙일보,2017.5.7,
정치,"조원진 지지자들, 문재인 선거운동원 태극기로 폭행",http://v.media.daum.net/v/20170507175538525,중앙일보,2017.5.7,
정치,"'집 나간' 안철수, SNS 올인..'걸어서 국민속으로' 유세영상 나흘 만 195만명 조회",http://v.media.daum.net/v/20170507174732390,중앙일보,2017.5.7,
정치,"""막판 역전극 가능"" 월스트리트저널 사설에 홍·안 ""기대"", 문 ""무시""",http://v.media.daum.net/v/20170507174332283,중앙일보,2017.5.7,
정치,"홍준표 보수대결집 승부수..친박 징계 해제, 바른정당 복당 허용",http://v.media.daum.net/v/20170507173052953,중앙일보,2017.5.7,
정치,심상정의 마지막 전략은 '소신투표'+'개혁정부 동반자론',http://v.media.daum.net/v/20170507172349770,중앙일보,2017.5.7,
정치,"치고 받고, 선거막판 '뜨거운 감자' 문준용씨 진실 공방",http://v.media.daum.net/v/20170507171848604,중앙일보,2017.5.7,
정치,"유승민 막판 타겟팅은 젊은층과 샤이 보수, ""지지율 두 자리 확신""",http://v.media.daum.net/v/20170507165738005,중앙일보,2017.5.7,
정치,"安 측 ""文 측, 해수부 차관 신설 거래 증거 있다""..文 측 ""협의 없었다""",http://v.media.daum.net/v/20170503222731901,중앙일보,2017.5.3,
정치,"안철수 ""文 당선되면 국민 반으로 나눌것"",""홍위병 날뛰는 세상 될 것""",http://v.media.daum.net/v/20170503214252511,중앙일보,2017.5.3,
정치,"'세월호 인양 지연' 보도에 SBS 사과..김성준 ""책임 질 것""",http://v.media.daum.net/v/20170503202842593,중앙일보,2017.5.3,
정치,"민주당 손혜원 ""박지원 의원님, 당신의 이름 석 자가 창피합니다""",http://v.media.daum.net/v/20170503193540821,중앙일보,2017.5.3,
정치,"유승민 ""정치는 세력 아닌 가치""..조선소 사고 유가족 만나 눈물",http://v.media.daum.net/v/20170503185132954,중앙일보,2017.5.3,
정치,"'아덴만의 영웅' 황기철 전 해군참모총장, 문재인 캠프 합류",http://v.media.daum.net/v/20170503184200726,중앙일보,2017.5.3,
정치,"대운하와 수도이전,경제민주화 대신..19대 대선은 '깨알 생활 공약'들의 경쟁",http://v.media.daum.net/v/20170503181154879,중앙일보,2017.5.3,
정치,"文, 이번엔 '클리앙' 인증..""안녕하세요 '끌량'인 여러분""",http://v.media.daum.net/v/20170503181153878,중앙일보,2017.5.3,
정치,"출렁인 지지율, TV토론이 대선판 주도했다",http://v.media.daum.net/v/20170503175344388,중앙일보,2017.5.3,
정치,"'세월호 인양 지연' 보도에 자유한국당..""文 측 '남창' 고영태를 잊었는가""",http://v.media.daum.net/v/20170503174943275,중앙일보,2017.5.3,
정치,"북, ""지난달 억류 미국인 국가 전복죄""..사건 발생 11일만 공개",http://v.media.daum.net/v/20170503172545428,중앙일보,2017.5.3,
정치,"자유한국당 '인공기 투표용지' 논란..安 ""洪, 당장 사퇴해야""",http://v.media.daum.net/v/20170503172441369,중앙일보,2017.5.3,
정치,석가탄신일 맞아 '불심' 잡기 나선 심상정,http://v.media.daum.net/v/20170503172440368,중앙일보,2017.5.3,
정치,"홍준표 ""이제 양강구도..文 끝장토론 하자""",http://v.media.daum.net/v/20170503172340314,중앙일보,2017.5.3,
정치,"김홍걸, 사전투표 독려 ""지인들에게 홍보 많이 해달라""",http://v.media.daum.net/v/20170503175212352,동아일보,2017.5.3,
정치,"유승민,洪-바른정당 심야회동에 ""나 유승민은 끝까지 간다..단일화 안해""",http://v.media.daum.net/v/20170501225233712,조선일보,2017.5.1,
정치,[한국갤럽] 文 37.7% 安 19.1% 洪 14.9%.. '1강 2중',http://v.media.daum.net/v/20170501223827592,조선일보,2017.5.1,
정치,"바른정당 의원 14명,洪과 심야회동 '후보단일화' 논의..조만간 탈당 후 한국당 복당할 듯",http://v.media.daum.net/v/20170501220416297,조선일보,2017.5.1,
정치,"문 ""개성공단, 유엔 대북제재에 없어..'대량현금'은 국제 제재와 보조 맞추면 돼""",http://v.media.daum.net/v/20170501184024820,조선일보,2017.5.1,
정치,"한국당, '文 아들 취업특혜·盧 640만달러 뇌물·인권결의안 北 사전문의' 의혹 특검법안 발의",http://v.media.daum.net/v/20170501174217486,조선일보,2017.5.1,
정치,빅스비에 '이번 대통령 누가 되나' 물었더니,http://v.media.daum.net/v/20170501174213485,조선일보,2017.5.1,
정치,"박근령, 홍준표 지지 선언..""억울한 누명 쓰고 순교한 朴 전 대통령 살려줄 후보는 洪뿐""",http://v.media.daum.net/v/20170501165509137,조선일보,2017.5.1,
정치,"文 ""홍준표 '강성 노조' 운운..자신들의 부패와 무능 노동자에게 덮어씌워""",http://v.media.daum.net/v/20170501165228061,조선일보,2017.5.1,
정치,박지원 올린 '오또망 사진' 文 조롱 논란..무슨 뜻이길래?,http://v.media.daum.net/v/20170501165014008,조선일보,2017.5.1,
정치,"바른정당 홍문표, ""이미 결심섰다"" 탈당 가능성 시사..이은재에 이어 추가 탈당 현실화하나",http://v.media.daum.net/v/20170501162414281,조선일보,2017.5.1,
정치,"홍준표 ""정리해고는 여야 합의로 만들었는데..통합진보당도 같이 만든 것 아닌가""",http://v.media.daum.net/v/20170501161913165,조선일보,2017.5.1,
정치,"""朴 前대통령 사면"" ""건강 나빠졌다더라""..'박근혜 마케팅' 나선 홍준표",http://v.media.daum.net/v/20170501154034075,조선일보,2017.5.1,
정치,전자상거래 종사자 1000여명 문재인 지지선언,http://v.media.daum.net/v/20170501145424547,조선일보,2017.5.1,
정치,"安, 민주노총 반발로 전태일 동상 앞 헌화 행사 취소",http://v.media.daum.net/v/20170501141443531,조선일보,2017.5.1,
정치,"""어버이날 선물로 ○○○ 찍어라"" 카톡 메시지에..",http://v.media.daum.net/v/20170502233118906,동아일보,2017.5.2,
정치,"'신에게는 12척의 배가'..유승민, 강남역 유세에 이순신 갑옷 입고 나타나",http://v.media.daum.net/v/20170503231928297,조선일보,2017.5.3,
정치,"유담, 유승민 유세 재개..""피해자가 숨는 일은 절대 있어서 안돼""",http://v.media.daum.net/v/20170506172922978,동아일보,2017.5.6,
정치,"황영철 ""한국당 입당 어려워 바른정당 탈당 철회? 분명히 아냐""",http://v.media.daum.net/v/20170503162853399,동아일보,2017.5.3,
정치,[카드뉴스] TV토론 6차례나 열렸지만..마지막까지 '통합'은 없었다,http://v.media.daum.net/v/20170503162519300,동아일보,2017.5.3,
정치,"안철수, 사전투표 독려 ""대선 당일 투표 어렵다면, 꼭 참여해주시길""",http://v.media.daum.net/v/20170503155153131,동아일보,2017.5.3,
정치,"[대선 주자 오늘의 말말말/5월 3일]홍준표 ""양강구도 됐으니 文에 끝장토론 제안""",http://v.media.daum.net/v/20170503154553940,동아일보,2017.5.3,
정치,"홍익표 ""박지원, 세월호 참사 '표 결집'에 악용..낯설고 경악""",http://v.media.daum.net/v/20170503153120437,동아일보,2017.5.3,
정치,"송영길 ""SBS, 오늘 저녁 '문재인 세월호' 사과 방송 한다""",http://v.media.daum.net/v/20170503150318707,동아일보,2017.5.3,
정치,"황영철, 바른정당 탈당 철회에..""소신 기억할 것""VS""또 배신""",http://v.media.daum.net/v/20170503150153651,동아일보,2017.5.3,
정치,"문재인 40.2%, 안철수 19.9%, 홍준표 17.7%..文·洪 양자 대결땐?",http://v.media.daum.net/v/20170503144134251,동아일보,2017.5.3,
정치,"심상정 ""바른정당 탈당, 집에 불 지르고 야반도주 한 격""",http://v.media.daum.net/v/20170503143654144,동아일보,2017.5.3,
정치,"홍준표 ""세월호 정치적 이용 그만하라""..문재인 측 ""일부정당, SBS 보도 악의적 증폭""",http://v.media.daum.net/v/20170503143509096,동아일보,2017.5.3,
정치,문재인 42.4%..홍준표·안철수 18.6%,http://v.media.daum.net/v/20170503140050415,동아일보,2017.5.3,
정치,"박지원, '문재인 세월호' 보도에 ""X빠들 '문자폭탄병' 도져""..""해수부 기능 보강"" 녹취록 공개",http://v.media.daum.net/v/20170503134233079,동아일보,2017.5.3,
정치,"유승민, 딸 유담 손편지 공개 ""바보 같은 아버지""",http://v.media.daum.net/v/20170503130548474,동아일보,2017.5.3,
정치,"남경필 ""바른정당 탈당, 부끄러운 민낯..용기 갖고 흔들림 없이 나아가야""",http://v.media.daum.net/v/20170503130133411,동아일보,2017.5.3,
정치,"청와대, 4급 이하 직업 공무원 등 50여명 승진인사 단행",http://v.media.daum.net/v/20170502215300536,동아일보,2017.5.2,
정치,[카드뉴스]이젠 '손으로' 뛴다..19대 대선은 SNS 선거전,http://v.media.daum.net/v/20170502215109490,동아일보,2017.5.2,
정치,"은수미 ""바른정당 탈당 김성태·장제원..모든 것 다 챙겨 야반도주하는 꼴""",http://v.media.daum.net/v/20170502204823025,동아일보,2017.5.2,
정치,"바른정당 탈당 사태에 유승민 후원금·당원 신청 '껑충↑'..당 지도부 ""끝까지 간다""",http://v.media.daum.net/v/20170502195607762,동아일보,2017.5.2,
정치,"친박계 ""바른정당 탈당 권성동·황영철·장제원, 왜 다시 왔는지 이해 안 돼""",http://v.media.daum.net/v/20170502192023068,동아일보,2017.5.2,
정치,"최순실 측 ""서울구치소로 다시 보내달라""..'왜?'",http://v.media.daum.net/v/20170502175356355,동아일보,2017.5.2,
정치,"조원진 ""바른정당 탈당파와 손잡은 洪도 배신자..배신자가 배신당하는 막장드라마""",http://v.media.daum.net/v/20170502173839009,동아일보,2017.5.2,
정치,[동깨비 늬우스] 한 번 투표가 5년을 결정!,http://v.media.daum.net/v/20170502170456896,동아일보,2017.5.2,
정치,"안민석, 탈당 김성태에 ""워낙에 박쥐가 힘든 거예요"" 위로",http://v.media.daum.net/v/20170502170106748,동아일보,2017.5.2,
정치,"[대선 주자 오늘의 말말말/5월 2일] 유승민 ""그런 결정 할 수밖에 없었던 그분들 심정 이해""",http://v.media.daum.net/v/20170502164955363,동아일보,2017.5.2,
정치,"안민석 ""바른정당 탈당, '위장이혼'이라는 말이 증명된 셈""",http://v.media.daum.net/v/20170502163857009,동아일보,2017.5.2,
정치,"文측 ""바른정당 집단탈당, 친박 세력의 부활..황당하고 어이없어""",http://v.media.daum.net/v/20170502163502860,동아일보,2017.5.2,
정치,"장제원 바른정당 탈당에 여론 부글부글.. ""청문회는 쇼?..뼛속까지 배신감""",http://v.media.daum.net/v/20170502161640116,동아일보,2017.5.2,
